"smoke","sex","age","edu","weight","height","bmi","sport","marital","region","wkabint","income","ls"
"NO","FEMALE",61,"POST-SECONDARY OR HIGHER",76,165,27.9155188246097,"NO","WIDOWED","Pomorskie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",75,"VOCATIONAL/GRAMMAR",74,165,27.1808999081726,"YES","MARRIED","Slaskie","NO",1520,"MOSTLY SATISFIED"
"NO","FEMALE",50,"POST-SECONDARY OR HIGHER",100,166,36.2897372623022,"NO","MARRIED","Lubelskie","NO",-8,"PLEASED"
"NO","MALE",17,"VOCATIONAL/GRAMMAR",76,172,25.6895619253651,"NO","SINGLE","Podkarpackie","NO",NA,"PLEASED"
"YES","MALE",54,"SECONDARY",102,176,32.9287190082645,"YES","MARRIED","Mazowieckie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",49,"VOCATIONAL/GRAMMAR",70,158,28.0403781445281,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","MALE",54,"VOCATIONAL/GRAMMAR",68,176,21.952479338843,"YES","SINGLE","Slaskie","NO",1200,"MOSTLY DISSATISFIED"
"NO","MALE",26,"VOCATIONAL/GRAMMAR",94,175,30.6938775510204,"NO","MARRIED","Zachodnio-pomorskie","NO",1200,"DELIGHTED"
"NO","MALE",64,"POST-SECONDARY OR HIGHER",83,170,28.719723183391,"YES","MARRIED","Opolskie","NO",-8,"PLEASED"
"NO","FEMALE",26,"POST-SECONDARY OR HIGHER",61,165,22.4058769513315,"NO","SINGLE","Malopolskie","NO",3000,"PLEASED"
"NO","FEMALE",23,"SECONDARY",60,168,21.2585034013605,"YES","SINGLE","Mazowieckie","NO",1000,"PLEASED"
"YES","MALE",23,"SECONDARY",63,182,19.0194420963652,"YES","SINGLE","Slaskie","YES",NA,"MIXED"
"NO","FEMALE",46,"POST-SECONDARY OR HIGHER",80,160,31.25,"YES","MARRIED","Pomorskie","YES",2000,"PLEASED"
"NO","FEMALE",61,"PRIMARY/NO EDUCATION",64,156,26.2984878369494,"YES","MARRIED","Lodzkie","NO",845,"MIXED"
"NO","FEMALE",19,"VOCATIONAL/GRAMMAR",69,163,25.9701155481953,"YES","SINGLE","Lodzkie","NO",-8,"PLEASED"
"YES","MALE",63,"SECONDARY",80,170,27.681660899654,"NO","MARRIED","Lodzkie","NO",3000,"MIXED"
"NO","FEMALE",61,"VOCATIONAL/GRAMMAR",65,158,26.0374939913475,"NO","MARRIED","Slaskie","NO",952,"MOSTLY SATISFIED"
"NO","FEMALE",46,"SECONDARY",65,158,26.0374939913475,"YES","MARRIED","Mazowieckie","NO",1200,"PLEASED"
"NO","MALE",62,"SECONDARY",73,170,25.2595155709343,"NO","MARRIED","Malopolskie","NO",3795,"MOSTLY SATISFIED"
"NO","MALE",16,"PRIMARY/NO EDUCATION",77,172,26.0275824770146,"NO","SINGLE","Slaskie","NO",NA,"PLEASED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",72,179,22.4712087637714,"NO","SINGLE","Mazowieckie","YES",-8,"PLEASED"
"NO","FEMALE",55,"SECONDARY",67,160,26.171875,"YES","MARRIED","Lubuskie","NO",2000,"PLEASED"
"NO","FEMALE",23,"POST-SECONDARY OR HIGHER",54,168,19.1326530612245,"NO","SINGLE","Lodzkie","NO",1000,"MOSTLY SATISFIED"
"YES","FEMALE",59,"VOCATIONAL/GRAMMAR",90,164,33.4622248661511,"NO","MARRIED","Opolskie","NO",700,"TERRIBLE"
"YES","MALE",35,"SECONDARY",76,178,23.9868703446535,"NO","SINGLE","Opolskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",42,"VOCATIONAL/GRAMMAR",89,170,30.7958477508651,"YES","SINGLE","Malopolskie","NO",1420,"MOSTLY SATISFIED"
"YES","MALE",58,"VOCATIONAL/GRAMMAR",90,170,31.1418685121107,"YES","MARRIED","Lubelskie","NO",1100,"MOSTLY SATISFIED"
"NO","MALE",50,"VOCATIONAL/GRAMMAR",80,176,25.8264462809917,"YES","MARRIED","Kujawsko-pomorskie","NO",3000,"MIXED"
"NO","FEMALE",25,"SECONDARY",65,170,22.4913494809689,"YES","SINGLE","Lubuskie","NO",400,"MOSTLY SATISFIED"
"NO","FEMALE",64,"SECONDARY",64,158,25.6369171607114,"YES","MARRIED","Lubelskie","NO",700,"PLEASED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",62,160,24.21875,"YES","WIDOWED","Pomorskie","NO",1400,"MOSTLY SATISFIED"
"NO","FEMALE",46,"PRIMARY/NO EDUCATION",83,164,30.8596073765616,"YES","MARRIED","Mazowieckie","NO",1000,"PLEASED"
"NO","MALE",76,"POST-SECONDARY OR HIGHER",120,186,34.6860908775581,"YES","MARRIED","Malopolskie","NO",1000,"PLEASED"
"NO","FEMALE",76,"POST-SECONDARY OR HIGHER",85,170,29.4117647058824,"YES","WIDOWED","Malopolskie","NO",1500,"PLEASED"
"NO","FEMALE",61,"POST-SECONDARY OR HIGHER",68,164,25.2825698988697,"YES","SINGLE","Zachodnio-pomorskie","NO",1800,"PLEASED"
"NO","FEMALE",45,"PRIMARY/NO EDUCATION",74,160,28.90625,"YES","WIDOWED","Mazowieckie","NO",1200,"PLEASED"
"NO","FEMALE",38,"POST-SECONDARY OR HIGHER",53,164,19.7055324211779,"YES","MARRIED","Swietokrzyskie","NO",3000,"DELIGHTED"
"NO","MALE",34,"POST-SECONDARY OR HIGHER",81,198,20.6611570247934,"YES","SINGLE","Slaskie","NO",1800,"MOSTLY DISSATISFIED"
"NO","MALE",65,"SECONDARY",108,180,33.3333333333333,"NO","MARRIED","Slaskie","NO",2500,"PLEASED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",73,172,24.6755002704164,"YES","MARRIED","Kujawsko-pomorskie","NO",1300,"PLEASED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",65,168,23.0300453514739,"YES","MARRIED","Mazowieckie","NO",800,"MIXED"
"NO","FEMALE",78,"SECONDARY",70,164,26.0261748958953,"YES","MARRIED","Lodzkie","NO",1150,"MOSTLY SATISFIED"
"NO","FEMALE",48,"POST-SECONDARY OR HIGHER",58,164,21.5645449137418,"YES","MARRIED","Podlaskie","NO",1800,"PLEASED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",56,172,18.9291508923743,"YES","SINGLE","Pomorskie","NO",-8,"PLEASED"
"YES","MALE",58,"SECONDARY",70,169,24.5089457652043,"YES","MARRIED","Wielkopolskie","NO",1200,"PLEASED"
"NO","FEMALE",17,"VOCATIONAL/GRAMMAR",59,155,24.5577523413111,"YES","SINGLE","Mazowieckie","NO",-8,"MOSTLY SATISFIED"
"YES","FEMALE",23,"SECONDARY",56,159,22.1510225070211,"YES","MARRIED","Wielkopolskie","NO",NA,"PLEASED"
"YES","FEMALE",58,"SECONDARY",70,168,24.8015873015873,"NO","MARRIED","Malopolskie","NO",1400,"PLEASED"
"NO","MALE",69,"PRIMARY/NO EDUCATION",90,177,28.7273771904625,"YES","MARRIED","Mazowieckie","NO",720,"MOSTLY SATISFIED"
"NO","MALE",52,"VOCATIONAL/GRAMMAR",110,176,35.5113636363636,"YES","SINGLE","Wielkopolskie","NO",1800,"MIXED"
"NO","FEMALE",45,"POST-SECONDARY OR HIGHER",52,160,20.3125,"NO","MARRIED","Swietokrzyskie","NO",-8,"DELIGHTED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",70,170,24.2214532871972,"YES","MARRIED","Podlaskie","NO",1400,"MOSTLY SATISFIED"
"NO","FEMALE",70,"VOCATIONAL/GRAMMAR",75,158,30.0432622977087,"YES","WIDOWED","Mazowieckie","NO",800,"MOSTLY SATISFIED"
"NO","FEMALE",28,"VOCATIONAL/GRAMMAR",74,164,27.5133848899465,"NO","MARRIED","Lodzkie","NO",5000,"PLEASED"
"YES","MALE",36,"SECONDARY",94,180,29.0123456790123,"YES","SINGLE","Dolnoslaskie","NO",2500,"PLEASED"
"NO","MALE",38,"VOCATIONAL/GRAMMAR",80,170,27.681660899654,"NO","MARRIED","Lubelskie","NO",2000,"PLEASED"
"NO","FEMALE",24,"SECONDARY",59,173,19.7133215276154,"NO","SINGLE","Mazowieckie","YES",1200,"PLEASED"
"YES","FEMALE",62,"SECONDARY",NA,155,NA,"YES","SINGLE","Swietokrzyskie","NO",900,"MOSTLY SATISFIED"
"YES","MALE",37,"PRIMARY/NO EDUCATION",76,168,26.9274376417234,"YES","SINGLE","Podkarpackie","NO",1000,"MOSTLY SATISFIED"
"YES","FEMALE",60,"POST-SECONDARY OR HIGHER",79,158,31.6455696202532,"YES","MARRIED","Wielkopolskie","NO",2000,"PLEASED"
"NO","FEMALE",34,"SECONDARY",50,155,20.8116545265349,"YES","MARRIED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"YES","MALE",40,"VOCATIONAL/GRAMMAR",80,174,26.4235698242833,"NO","MARRIED","Warminsko-mazurskie","NO",1600,"MOSTLY DISSATISFIED"
"NO","MALE",77,"POST-SECONDARY OR HIGHER",80,171,27.3588454567217,"NO","MARRIED","Podkarpackie","NO",1800,"PLEASED"
"NO","MALE",24,"POST-SECONDARY OR HIGHER",81,174,26.7538644470868,"NO","SINGLE","Warminsko-mazurskie","NO",1200,"MOSTLY SATISFIED"
"YES","MALE",55,"VOCATIONAL/GRAMMAR",74,175,24.1632653061224,"YES","MARRIED","Pomorskie","NO",NA,"MOSTLY DISSATISFIED"
"YES","FEMALE",37,"POST-SECONDARY OR HIGHER",80,158,32.0461464508893,"YES","MARRIED","Slaskie","NO",-8,"PLEASED"
"NO","MALE",51,"SECONDARY",73,171,24.9649464792586,"YES","MARRIED","Malopolskie","NO",2400,"MOSTLY SATISFIED"
"NO","MALE",39,"POST-SECONDARY OR HIGHER",90,180,27.7777777777778,"NO","MARRIED","Warminsko-mazurskie","YES",1500,"MIXED"
"NO","MALE",45,"VOCATIONAL/GRAMMAR",86,188,24.3322770484382,"NO","MARRIED","Wielkopolskie","NO",1600,"PLEASED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",50,167,17.9282154254366,"NO","SINGLE","Wielkopolskie","NO",NA,"PLEASED"
"NO","FEMALE",43,"SECONDARY",68,166,24.6770213383655,"YES","WIDOWED","Mazowieckie","NO",1000,"MIXED"
"YES","MALE",19,"VOCATIONAL/GRAMMAR",68,183,20.3051748335274,"NO","SINGLE","Podkarpackie","YES",-8,"MOSTLY SATISFIED"
"NO","FEMALE",29,"POST-SECONDARY OR HIGHER",75,176,24.2122933884298,"NO","MARRIED","Malopolskie","NO",1500,"MOSTLY SATISFIED"
"YES","FEMALE",50,"SECONDARY",64,164,23.7953599048186,"YES","DIVORCED","Wielkopolskie","NO",1587,"PLEASED"
"NO","MALE",45,"VOCATIONAL/GRAMMAR",NA,NA,NA,"YES","MARRIED","Slaskie","NO",3000,"PLEASED"
"NO","FEMALE",57,"PRIMARY/NO EDUCATION",68,169,23.8086901719128,"YES","MARRIED","Podkarpackie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",53,174,17.5056150085877,"YES","SINGLE","Podlaskie","NO",-8,"PLEASED"
"NO","FEMALE",52,"POST-SECONDARY OR HIGHER",85,172,28.7317468902109,"YES","MARRIED","Malopolskie","NO",1700,"PLEASED"
"YES","FEMALE",31,"VOCATIONAL/GRAMMAR",70,169,24.5089457652043,"YES","MARRIED","Lubelskie","NO",NA,"MIXED"
"NO","FEMALE",51,"VOCATIONAL/GRAMMAR",60,168,21.2585034013605,"YES","MARRIED","Lubuskie","NO",1500,"MOSTLY SATISFIED"
"YES","FEMALE",57,"VOCATIONAL/GRAMMAR",63,168,22.3214285714286,"NO","MARRIED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",64,"VOCATIONAL/GRAMMAR",58,157,23.5303663434622,"NO","SINGLE","Kujawsko-pomorskie","NO",1270,"MIXED"
"NO","MALE",53,"SECONDARY",88,175,28.734693877551,"YES","DIVORCED","Wielkopolskie","NO",-8,"MIXED"
"NO","FEMALE",41,"SECONDARY",52,164,19.3337299226651,"YES","DIVORCED","Mazowieckie","NO",1400,"MIXED"
"NO","FEMALE",73,"VOCATIONAL/GRAMMAR",70,150,31.1111111111111,"YES","MARRIED","Warminsko-mazurskie","NO",900,"DELIGHTED"
"NO","FEMALE",23,"VOCATIONAL/GRAMMAR",67,170,23.1833910034602,"NO","MARRIED","Pomorskie","NO",2500,"MIXED"
"NO","FEMALE",52,"SECONDARY",85,170,29.4117647058824,"YES","DIVORCED","Lodzkie","NO",1000,"UNHAPPY"
"YES","FEMALE",58,"VOCATIONAL/GRAMMAR",54,165,19.8347107438017,"YES","MARRIED","Warminsko-mazurskie","NO",1150,"MOSTLY SATISFIED"
"YES","MALE",19,"VOCATIONAL/GRAMMAR",70,176,22.5981404958678,"NO","SINGLE","Pomorskie","NO",NA,"PLEASED"
"NO","MALE",22,"SECONDARY",60,176,19.3698347107438,"YES","SINGLE","Wielkopolskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",47,"POST-SECONDARY OR HIGHER",55,170,19.0311418685121,"YES","DIVORCED","Zachodnio-pomorskie","NO",2400,"MOSTLY DISSATISFIED"
"NO","FEMALE",19,"SECONDARY",90,169,31.5115016981198,"NO","SINGLE","Wielkopolskie","NO",NA,"PLEASED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",60,164,22.3081499107674,"NO","SINGLE","Pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",21,"SECONDARY",58,160,22.65625,"NO","SINGLE","Wielkopolskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",21,"VOCATIONAL/GRAMMAR",60,170,20.7612456747405,"YES","MARRIED","Slaskie","NO",1000,"MOSTLY SATISFIED"
"NO","MALE",22,"SECONDARY",82,180,25.3086419753086,"NO","SINGLE","Opolskie","NO",-8,"MOSTLY SATISFIED"
"YES","MALE",32,"SECONDARY",84,170,29.0657439446367,"YES","MARRIED","Dolnoslaskie","NO",3200,"DELIGHTED"
"NO","MALE",71,"SECONDARY",90,168,31.8877551020408,"YES","MARRIED","Podkarpackie","NO",1400,"PLEASED"
"NO","MALE",32,"SECONDARY",75,175,24.4897959183673,"YES","MARRIED","Lodzkie","NO",2500,"MOSTLY SATISFIED"
"NO","MALE",68,"PRIMARY/NO EDUCATION",106,182,32.0009660669001,"NO","WIDOWED","Podlaskie","YES",1600,"MIXED"
"NO","MALE",63,"PRIMARY/NO EDUCATION",117,176,37.7711776859504,"YES","MARRIED","Slaskie","NO",3100,"PLEASED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",67,170,23.1833910034602,"YES","SINGLE","Zachodnio-pomorskie","YES",NA,"PLEASED"
"YES","FEMALE",52,"PRIMARY/NO EDUCATION",61,160,23.828125,"YES","DE FACTO SEPARATED","Swietokrzyskie","NO",1500,"MIXED"
"YES","FEMALE",60,"VOCATIONAL/GRAMMAR",75,155,31.2174817898023,"YES","MARRIED","Kujawsko-pomorskie","NO",1500,"PLEASED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",61,165,22.4058769513315,"NO","SINGLE","Zachodnio-pomorskie","YES",NA,"MOSTLY SATISFIED"
"NO","FEMALE",30,"VOCATIONAL/GRAMMAR",82,164,30.4878048780488,"YES","MARRIED","Mazowieckie","NO",1500,"MIXED"
"NO","MALE",53,"PRIMARY/NO EDUCATION",80,167,28.6851446806985,"YES","SINGLE","Dolnoslaskie","NO",640,"MOSTLY DISSATISFIED"
"NO","FEMALE",31,"POST-SECONDARY OR HIGHER",69,174,22.7903289734443,"NO","MARRIED","Lubelskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",77,"SECONDARY",80,167,28.6851446806985,"YES","MARRIED","Dolnoslaskie","NO",2200,"MOSTLY SATISFIED"
"YES","MALE",57,"POST-SECONDARY OR HIGHER",105,171,35.9084846619473,"YES","MARRIED","Mazowieckie","NO",1900,"MIXED"
"NO","FEMALE",52,"SECONDARY",60,154,25.2993759487266,"YES","WIDOWED","Dolnoslaskie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",71,"POST-SECONDARY OR HIGHER",70,170,24.2214532871972,"NO","MARRIED","Lodzkie","NO",2300,"PLEASED"
"YES","MALE",39,"VOCATIONAL/GRAMMAR",78,178,24.6181037747759,"YES","MARRIED","Podkarpackie","YES",NA,"MIXED"
"YES","MALE",38,"SECONDARY",86,168,30.4705215419501,"NO","SINGLE","Lubuskie","YES",1234,"PLEASED"
"NO","MALE",80,"VOCATIONAL/GRAMMAR",91,169,31.8616294947656,"YES","WIDOWED","Kujawsko-pomorskie","NO",1400,"MOSTLY SATISFIED"
"NO","FEMALE",45,"SECONDARY",70,165,25.7116620752984,"YES","MARRIED","Warminsko-mazurskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",60,"SECONDARY",74,164,27.5133848899465,"YES","MARRIED","Slaskie","NO",3000,"PLEASED"
"NO","MALE",35,"VOCATIONAL/GRAMMAR",70,175,22.8571428571429,"NO","SINGLE","Mazowieckie","NO",1400,"MIXED"
"NO","MALE",61,"SECONDARY",96,170,33.2179930795848,"YES","MARRIED","Pomorskie","NO",1800,"MOSTLY SATISFIED"
"YES","FEMALE",36,"VOCATIONAL/GRAMMAR",54,165,19.8347107438017,"YES","MARRIED","Lubuskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",36,"POST-SECONDARY OR HIGHER",77,172,26.0275824770146,"NO","MARRIED","Slaskie","NO",-8,"PLEASED"
"YES","MALE",64,"PRIMARY/NO EDUCATION",80,164,29.7441998810232,"YES","MARRIED","Lubelskie","NO",1400,"MIXED"
"YES","MALE",46,"VOCATIONAL/GRAMMAR",74,176,23.8894628099174,"YES","MARRIED","Kujawsko-pomorskie","NO",2000,"DELIGHTED"
"NO","FEMALE",55,"SECONDARY",98,178,30.9304380760005,"YES","MARRIED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"YES","MALE",25,"POST-SECONDARY OR HIGHER",72,180,22.2222222222222,"NO","SINGLE","Podkarpackie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",54,"PRIMARY/NO EDUCATION",70,164,26.0261748958953,"YES","MARRIED","Swietokrzyskie","YES",NA,"MIXED"
"NO","FEMALE",44,"POST-SECONDARY OR HIGHER",69,173,23.0545624644993,"NO","MARRIED","Mazowieckie","NO",2700,"MOSTLY SATISFIED"
"NO","MALE",45,"VOCATIONAL/GRAMMAR",88,180,27.1604938271605,"YES","MARRIED","Lodzkie","NO",500,"PLEASED"
"NO","FEMALE",27,"SECONDARY",75,162,28.5779606767261,"YES","SINGLE","Lodzkie","NO",1000,"MIXED"
"YES","MALE",37,"VOCATIONAL/GRAMMAR",85,178,26.8274207802045,"YES","SINGLE","Mazowieckie","NO",2000,"DELIGHTED"
"NO","MALE",48,"SECONDARY",80,170,27.681660899654,"NO","MARRIED","Wielkopolskie","NO",600,"MIXED"
"NO","MALE",45,"VOCATIONAL/GRAMMAR",84,178,26.5118040651433,"YES","MARRIED","Podlaskie","NO",3000,"MOSTLY SATISFIED"
"NO","FEMALE",26,"POST-SECONDARY OR HIGHER",60,165,22.038567493113,"YES","MARRIED","Lubuskie","NO",2400,"PLEASED"
"YES","FEMALE",54,"PRIMARY/NO EDUCATION",90,167,32.2707877657858,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"MIXED"
"YES","FEMALE",50,"SECONDARY",75,167,26.8923231381548,"NO","WIDOWED","Mazowieckie","NO",1500,"MOSTLY SATISFIED"
"NO","MALE",65,"SECONDARY",76,168,26.9274376417234,"NO","MARRIED","Slaskie","NO",4000,"PLEASED"
"NO","FEMALE",22,"SECONDARY",54,165,19.8347107438017,"NO","SINGLE","Wielkopolskie","NO",500,"MOSTLY SATISFIED"
"YES","FEMALE",29,"VOCATIONAL/GRAMMAR",58,165,21.3039485766759,"NO","SINGLE","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",91,"PRIMARY/NO EDUCATION",58,156,23.8330046022354,"YES","WIDOWED","Slaskie","NO",950,"MOSTLY SATISFIED"
"NO","FEMALE",56,"SECONDARY",80,164,29.7441998810232,"YES","MARRIED","Lubelskie","NO",4200,"MOSTLY SATISFIED"
"NO","FEMALE",65,"SECONDARY",70,162,26.6727632982777,"YES","MARRIED","Wielkopolskie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",25,"POST-SECONDARY OR HIGHER",89,184,26.2878071833648,"NO","SINGLE","Slaskie","NO",2700,"PLEASED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",79,154,33.3108449991567,"NO","WIDOWED","Zachodnio-pomorskie","NO",1000,"MOSTLY SATISFIED"
"NO","MALE",30,"VOCATIONAL/GRAMMAR",95,185,27.7574872169467,"YES","SINGLE","Slaskie","YES",4000,"PLEASED"
"NO","FEMALE",26,"POST-SECONDARY OR HIGHER",60,165,22.038567493113,"NO","MARRIED","Podkarpackie","NO",4000,"PLEASED"
"NO","FEMALE",55,"POST-SECONDARY OR HIGHER",90,168,31.8877551020408,"YES","SINGLE","Mazowieckie","NO",2000,"MIXED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",95,178,29.9835879308168,"NO","SINGLE","Zachodnio-pomorskie","YES",NA,"PLEASED"
"YES","MALE",45,"VOCATIONAL/GRAMMAR",92,172,31.0978907517577,"YES","MARRIED","Dolnoslaskie","NO",3500,"MOSTLY SATISFIED"
"NO","MALE",64,"SECONDARY",91,176,29.3775826446281,"YES","MARRIED","Podlaskie","NO",760,"PLEASED"
"NO","MALE",54,"VOCATIONAL/GRAMMAR",100,174,33.0294622803541,"NO","MARRIED","Wielkopolskie","NO",1500,"MIXED"
"NO","FEMALE",39,"SECONDARY",115,165,42.2405876951332,"YES","MARRIED","Pomorskie","NO",1350,"MOSTLY SATISFIED"
"NO","MALE",42,"VOCATIONAL/GRAMMAR",105,180,32.4074074074074,"YES","MARRIED","Mazowieckie","NO",2100,"MOSTLY SATISFIED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",64,170,22.1453287197232,"NO","SINGLE","Lodzkie","NO",NA,"PLEASED"
"NO","MALE",39,"SECONDARY",92,187,26.3090165575224,"NO","MARRIED","Swietokrzyskie","NO",2500,"PLEASED"
"YES","MALE",33,"POST-SECONDARY OR HIGHER",76,178,23.9868703446535,"NO","MARRIED","Zachodnio-pomorskie","NO",3800,"MOSTLY SATISFIED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",68,184,20.0850661625709,"NO","SINGLE","Malopolskie","NO",120,"MOSTLY SATISFIED"
"YES","FEMALE",50,"VOCATIONAL/GRAMMAR",61,159,24.1287923737194,"YES","DIVORCED","Slaskie","YES",980,"UNHAPPY"
"NO","MALE",54,"VOCATIONAL/GRAMMAR",72,160,28.125,"NO","MARRIED","Dolnoslaskie","NO",1000,"PLEASED"
"NO","MALE",40,"VOCATIONAL/GRAMMAR",75,170,25.9515570934256,"YES","MARRIED","Lodzkie","NO",-8,"MIXED"
"NO","FEMALE",63,"VOCATIONAL/GRAMMAR",50,168,17.7154195011338,"YES","MARRIED","Pomorskie","NO",1300,"PLEASED"
"YES","FEMALE",32,"VOCATIONAL/GRAMMAR",50,170,17.3010380622837,"YES","MARRIED","Pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",54,"SECONDARY",75,158,30.0432622977087,"NO","MARRIED","Malopolskie","NO",1700,"MOSTLY SATISFIED"
"NO","FEMALE",38,"POST-SECONDARY OR HIGHER",82,168,29.0532879818594,"NO","MARRIED","Pomorskie","NO",5400,"PLEASED"
"YES","MALE",45,"SECONDARY",100,180,30.8641975308642,"NO","MARRIED","Swietokrzyskie","NO",1500,"PLEASED"
"NO","FEMALE",42,"POST-SECONDARY OR HIGHER",59,160,23.046875,"NO","MARRIED","Mazowieckie","NO",3000,"PLEASED"
"NO","FEMALE",43,"PRIMARY/NO EDUCATION",62,164,23.051754907793,"YES","SINGLE","Warminsko-mazurskie","NO",-8,"MIXED"
"YES","MALE",23,"SECONDARY",68,180,20.9876543209877,"NO","SINGLE","Mazowieckie","YES",1500,"MOSTLY SATISFIED"
"YES","MALE",59,"VOCATIONAL/GRAMMAR",78,175,25.469387755102,"YES","DIVORCED","Lodzkie","NO",460,"MOSTLY SATISFIED"
"YES","FEMALE",23,"SECONDARY",70,160,27.34375,"NO","SINGLE","Zachodnio-pomorskie","NO",NA,"MIXED"
"NO","MALE",62,"PRIMARY/NO EDUCATION",95,168,33.6592970521542,"YES","MARRIED","Wielkopolskie","NO",850,"DELIGHTED"
"YES","FEMALE",25,"SECONDARY",70,180,21.6049382716049,"NO","SINGLE","Lodzkie","YES",1400,"MOSTLY SATISFIED"
"NO","MALE",28,"SECONDARY",110,186,31.7955833044283,"NO","MARRIED","Wielkopolskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",56,"PRIMARY/NO EDUCATION",53,156,21.7784352399737,"YES","WIDOWED","Slaskie","NO",NA,"MOSTLY DISSATISFIED"
"NO","MALE",25,"SECONDARY",88,183,26.2772850786825,"NO","SINGLE","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","MALE",55,"PRIMARY/NO EDUCATION",95,170,32.8719723183391,"YES","MARRIED","Warminsko-mazurskie","NO",600,"PLEASED"
"NO","FEMALE",48,"SECONDARY",82,160,32.03125,"NO","MARRIED","Slaskie","NO",1700,"PLEASED"
"NO","FEMALE",17,"VOCATIONAL/GRAMMAR",80,171,27.3588454567217,"NO","SINGLE","Warminsko-mazurskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",70,"PRIMARY/NO EDUCATION",79,165,29.0174471992654,"YES","DIVORCED","Swietokrzyskie","NO",850,"MOSTLY DISSATISFIED"
"NO","MALE",28,"SECONDARY",86,183,25.680074054167,"NO","SINGLE","Warminsko-mazurskie","NO",2000,"MOSTLY SATISFIED"
"YES","FEMALE",38,"VOCATIONAL/GRAMMAR",65,160,25.390625,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",51,"SECONDARY",63,162,24.0054869684499,"YES","WIDOWED","Malopolskie","NO",3500,"PLEASED"
"YES","MALE",27,"PRIMARY/NO EDUCATION",80,189,22.3957895915568,"YES","SINGLE","Wielkopolskie","NO",1000,"MIXED"
"NO","MALE",40,"VOCATIONAL/GRAMMAR",70,165,25.7116620752984,"YES","MARRIED","Mazowieckie","NO",1800,"MOSTLY SATISFIED"
"NO","FEMALE",51,"SECONDARY",100,168,35.4308390022676,"YES","MARRIED","Lodzkie","NO",-8,"PLEASED"
"YES","FEMALE",58,"SECONDARY",62,160,24.21875,"YES","MARRIED","Slaskie","NO",3000,"PLEASED"
"NO","FEMALE",65,"VOCATIONAL/GRAMMAR",62,158,24.8357634994392,"YES","WIDOWED","Lodzkie","NO",920,"MOSTLY SATISFIED"
"NO","FEMALE",37,"SECONDARY",65,165,23.8751147842057,"NO","DIVORCED","Dolnoslaskie","NO",1500,"MOSTLY DISSATISFIED"
"NO","MALE",45,"VOCATIONAL/GRAMMAR",90,180,27.7777777777778,"YES","MARRIED","Slaskie","NO",1500,"MOSTLY SATISFIED"
"YES","MALE",57,"VOCATIONAL/GRAMMAR",103,182,31.0952783480256,"NO","MARRIED","Opolskie","NO",2000,"MIXED"
"NO","FEMALE",62,"PRIMARY/NO EDUCATION",50,150,22.2222222222222,"YES","WIDOWED","Podlaskie","NO",400,"MIXED"
"NO","MALE",25,"SECONDARY",82,175,26.7755102040816,"NO","SINGLE","Slaskie","NO",1400,"MOSTLY SATISFIED"
"NO","MALE",22,"VOCATIONAL/GRAMMAR",78,185,22.7903579254931,"NO","SINGLE","Dolnoslaskie","NO",NA,"DELIGHTED"
