age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
45, Private,178341, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,0
62, Private,174201, 9th,5, Widowed, Other-service, Unmarried, Female,0,0,25, United-States,0
18, Private,115630, 11th,7, Never-married, Adm-clerical, Own-child, Male,0,0,20, United-States,0
33, Private,111567, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
84, Private,388384, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,10, United-States,0
30, Private,29235, Some-college,10, Never-married, Adm-clerical, Other-relative, Female,0,0,20, United-States,0
30, Private,80933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
59, Self-emp-not-inc,124771, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,30, United-States,0
40, Private,121772, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, ?,1
64, Private,203783, HS-grad,9, Widowed, Adm-clerical, Unmarried, Female,0,0,8, United-States,0
57, Private,372967, 10th,6, Divorced, Adm-clerical, Other-relative, Female,0,0,70, Germany,0
51, Private,172046, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,50, United-States,1
31, Private,86958, 9th,5, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,0
30, Private,109117, Assoc-voc,11, Never-married, Handlers-cleaners, Own-child, Male,0,0,45, United-States,0
45, Private,217953, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Mexico,0
32, Private,101352, Some-college,10, Married-civ-spouse, Tech-support, Wife, Female,0,0,32, United-States,1
47, Private,181652, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, United-States,0
58, ?,347692, 11th,7, Divorced, ?, Not-in-family, Male,0,0,15, United-States,0
46, Private,187226, 9th,5, Divorced, Other-service, Not-in-family, Male,0,0,25, United-States,0
36, Private,166549, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
32, Private,295589, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,40, United-States,1
42, State-gov,219682, Masters,14, Divorced, Exec-managerial, Not-in-family, Male,0,0,45, United-States,0
36, Private,469056, HS-grad,9, Divorced, Sales, Unmarried, Female,0,0,25, United-States,0
27, Private,193701, HS-grad,9, Never-married, Craft-repair, Own-child, Female,0,0,45, United-States,0
38, Local-gov,194630, Bachelors,13, Never-married, Protective-serv, Not-in-family, Female,4787,0,43, United-States,1
36, Private,167482, 10th,6, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
18, Private,199039, 12th,8, Never-married, Sales, Own-child, Male,594,0,14, United-States,0
56, Private,89922, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,3103,0,45, United-States,1
27, Private,214858, 10th,6, Married-civ-spouse, Craft-repair, Other-relative, Male,0,0,55, United-States,0
33, Private,37232, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,80, United-States,0
53, Local-gov,216931, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,4386,0,40, United-States,1
32, Private,195576, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
29, Self-emp-inc,130856, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
28, Private,187397, HS-grad,9, Never-married, Other-service, Other-relative, Male,0,0,48, Mexico,0
48, Self-emp-not-inc,30840, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,5013,0,45, United-States,0
24, Private,410439, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,15, United-States,0
42, Self-emp-not-inc,27821, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,0
25, State-gov,152503, Some-college,10, Never-married, Tech-support, Not-in-family, Male,0,0,40, United-States,0
18, Private,345285, 11th,7, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
26, Private,193165, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,52, United-States,1
37, Private,99146, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,50, United-States,1
49, Private,147002, HS-grad,9, Never-married, Craft-repair, Unmarried, Female,0,0,40, Puerto-Rico,0
20, ?,163911, Some-college,10, Never-married, ?, Own-child, Female,0,0,40, United-States,0
43, Private,99212, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Male,3103,0,48, United-States,1
40, Private,179717, Bachelors,13, Divorced, Sales, Not-in-family, Male,0,1564,60, United-States,1
24, Private,228772, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, Female,0,0,40, Mexico,0
31, Local-gov,190228, Masters,14, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, United-States,0
27, Private,244566, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
61, Private,203445, Some-college,10, Widowed, Adm-clerical, Other-relative, Female,0,0,40, United-States,0
42, Private,169995, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,0
18, Local-gov,55658, 10th,6, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
51, State-gov,231495, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,55, United-States,1
29, Private,255817, 5th-6th,3, Never-married, Other-service, Other-relative, Female,0,0,40, El-Salvador,0
18, Private,88642, Some-college,10, Never-married, Sales, Own-child, Male,0,0,15, United-States,0
54, Private,146551, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,54, United-States,1
46, Private,213408, Some-college,10, Divorced, Sales, Unmarried, Female,0,0,40, Cuba,0
34, Private,160261, HS-grad,9, Never-married, Tech-support, Own-child, Male,14084,0,35, China,1
62, Local-gov,115763, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,1
31, Private,288566, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,43, United-States,1
33, Private,205469, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
44, Private,48087, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
69, Local-gov,197288, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,35, United-States,0
25, Private,160261, Some-college,10, Never-married, Exec-managerial, Own-child, Male,0,0,40, China,0
22, Private,214716, HS-grad,9, Never-married, Other-service, Own-child, Female,0,0,40, United-States,0
41, Private,82161, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
27, Private,165412, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
56, Self-emp-inc,205601, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,99999,0,70, United-States,1
32, Private,229051, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
57, Private,372020, Some-college,10, Married-civ-spouse, Sales, Husband, Male,5013,0,50, United-States,0
37, Private,377798, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,3103,0,40, United-States,1
32, Private,158438, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
50, Self-emp-not-inc,156951, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, Male,3103,0,40, United-States,1
46, Private,237731, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
24, Private,85088, HS-grad,9, Never-married, Sales, Own-child, Female,0,1762,32, United-States,0
48, Private,46677, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Female,0,0,42, United-States,0
47, Private,374580, HS-grad,9, Separated, Sales, Not-in-family, Female,0,0,52, United-States,0
47, Private,343742, HS-grad,9, Separated, Craft-repair, Unmarried, Male,0,0,40, United-States,0
48, Private,120724, 12th,8, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
47, Private,387468, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Scotland,1
39, Local-gov,344855, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,1977,20, United-States,1
42, Private,154374, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
38, Private,351299, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,0
42, Private,227065, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,32, United-States,1
27, Private,321577, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,0
51, Private,234057, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,1
31, State-gov,60186, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
18, Private,301762, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,25, United-States,0
22, Local-gov,123727, Some-college,10, Never-married, Prof-specialty, Not-in-family, Female,0,0,21, United-States,0
36, Self-emp-inc,242080, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,80, United-States,1
38, Self-emp-not-inc,100316, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,35, United-States,0
71, Private,93202, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,16, United-States,0
23, Private,228243, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,44, United-States,0
29, Federal-gov,360527, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
37, Private,267085, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
26, Private,84619, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
34, Private,104509, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Female,1639,0,20, United-States,0
52, Self-emp-not-inc,240013, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,70, United-States,0
35, Private,289106, Assoc-acdm,12, Separated, Sales, Unmarried, Male,0,0,40, United-States,0
47, Private,344157, 11th,7, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
20, Private,118462, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,43, United-States,0
22, Private,270436, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,40, United-States,0
19, Private,142219, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,30, United-States,0
23, Private,185106, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
50, Self-emp-inc,251240, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
40, Private,79036, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, Male,0,0,50, United-States,1
33, Self-emp-not-inc,177828, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,50, United-States,0
42, Private,184105, Some-college,10, Never-married, Farming-fishing, Not-in-family, Male,0,0,28, United-States,0
43, State-gov,242521, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
35, Private,87556, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
43, Self-emp-not-inc,38876, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,0
56, Self-emp-inc,184598, 9th,5, Married-civ-spouse, Transport-moving, Husband, Male,0,0,99, United-States,0
20, Private,33221, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,25, United-States,0
26, Private,245628, 11th,7, Never-married, Handlers-cleaners, Unmarried, Male,0,0,20, United-States,0
34, Self-emp-inc,23778, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
40, Private,88909, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,50, United-States,1
21, ?,107801, Some-college,10, Never-married, ?, Own-child, Female,0,0,3, United-States,0
28, Local-gov,335015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
44, Private,163331, Some-college,10, Widowed, Adm-clerical, Unmarried, Female,0,0,32, United-States,0
37, State-gov,160402, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
65, Local-gov,323006, HS-grad,9, Widowed, Other-service, Unmarried, Female,0,0,25, United-States,0
34, Federal-gov,419691, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Male,7298,0,54, United-States,1
36, Private,232874, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
48, Private,165484, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,65, United-States,1
56, Local-gov,305767, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, China,0
19, Private,121788, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,30, United-States,0
63, Self-emp-not-inc,168048, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,30, United-States,0
65, Self-emp-inc,184965, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Male,99999,0,40, United-States,1
39, Self-emp-not-inc,208109, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,1
82, Self-emp-inc,130329, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,0
55, Self-emp-not-inc,168625, Some-college,10, Divorced, Tech-support, Not-in-family, Female,0,0,12, United-States,1
49, State-gov,206577, Some-college,10, Divorced, Adm-clerical, Own-child, Male,0,0,40, United-States,0
68, Self-emp-not-inc,69249, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,1
57, Local-gov,52267, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,72, United-States,0
65, Local-gov,180869, Some-college,10, Widowed, Adm-clerical, Not-in-family, Female,0,0,35, United-States,0
46, Self-emp-not-inc,245724, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
28, Self-emp-not-inc,315417, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Male,2176,0,40, United-States,0
49, Local-gov,349633, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,50, United-States,1
28, Private,185647, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,50, United-States,0
64, State-gov,222966, 7th-8th,4, Married-civ-spouse, Other-service, Wife, Female,0,0,40, United-States,0
36, Private,160035, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,1
59, Private,144092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
51, Self-emp-inc,180195, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
27, Private,219371, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,35, United-States,0
17, Private,123335, 10th,6, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
43, State-gov,424094, Doctorate,16, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
78, Private,180239, Masters,14, Widowed, Craft-repair, Unmarried, Male,0,0,40, South,0
41, Private,194636, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
38, Private,63509, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
50, Self-emp-not-inc,334273, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,8, United-States,0
22, Private,378104, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
23, Private,98283, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States,0
31, Private,45781, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,14084,0,50, United-States,1
37, Private,333305, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,35, United-States,0
50, Federal-gov,186272, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
40, Self-emp-inc,207578, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,1
23, Private,109307, Assoc-voc,11, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States,0
55, Local-gov,212448, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
37, Self-emp-inc,126675, Assoc-voc,11, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,1
24, Private,454941, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
